140,253
239,253
140,252
141,252
238,252
239,252
121,251
122,251
123,251
124,251
125,251
126,251
127,251
128,251
129,251
130,251
141,251
239,251
121,250
130,250
131,250
140,250
141,250
239,250
107,249
108,249
109,249
110,249
111,249
112,249
113,249
114,249
115,249
116,249
117,249
118,249
119,249
120,249
121,249
131,249
132,249
133,249
134,249
135,249
136,249
137,249
138,249
139,249
140,249
239,249
103,248
104,248
105,248
106,248
107,248
133,248
135,248
239,248
103,247
239,247
96,246
97,246
98,246
99,246
100,246
101,246
102,246
103,246
239,246
95,245
96,245
239,245
91,244
92,244
93,244
94,244
95,244
239,244
90,243
91,243
239,243
87,242
88,242
89,242
90,242
239,242
86,241
87,241
239,241
85,240
86,240
239,240
84,239
85,239
239,239
83,238
84,238
239,238
81,237
82,237
83,237
239,237
81,236
239,236
81,235
239,235
78,234
79,234
80,234
81,234
239,234
78,233
238,233
239,233
78,232
239,232
78,231
239,231
77,230
78,230
239,230
74,229
75,229
76,229
77,229
239,229
74,228
238,228
239,228
74,227
238,227
73,226
74,226
237,226
238,226
73,225
237,225
71,224
72,224
73,224
237,224
71,223
237,223
69,222
70,222
71,222
237,222
69,221
237,221
67,220
68,220
69,220
237,220
66,219
67,219
236,219
237,219
66,218
234,218
235,218
236,218
66,217
234,217
66,216
234,216
66,215
234,215
66,214
234,214
66,213
234,213
66,212
234,212
66,211
234,211
66,210
234,210
66,209
234,209
66,208
234,208
66,207
233,207
234,207
66,206
233,206
66,205
231,205
232,205
233,205
303,205
304,205
305,205
306,205
307,205
308,205
309,205
310,205
311,205
312,205
313,205
314,205
315,205
316,205
317,205
318,205
319,205
320,205
321,205
322,205
323,205
324,205
325,205
326,205
327,205
328,205
329,205
330,205
331,205
332,205
333,205
334,205
335,205
336,205
337,205
338,205
339,205
340,205
341,205
342,205
343,205
344,205
345,205
346,205
347,205
348,205
349,205
350,205
351,205
352,205
353,205
354,205
355,205
356,205
66,204
230,204
231,204
301,204
302,204
303,204
356,204
357,204
358,204
65,203
66,203
230,203
285,203
286,203
287,203
288,203
289,203
290,203
291,203
292,203
293,203
294,203
295,203
296,203
297,203
298,203
299,203
300,203
301,203
358,203
359,203
360,203
361,203
362,203
363,203
364,203
365,203
366,203
367,203
368,203
64,202
65,202
229,202
230,202
283,202
284,202
285,202
368,202
369,202
370,202
64,201
229,201
273,201
274,201
275,201
276,201
277,201
278,201
279,201
280,201
281,201
282,201
283,201
370,201
371,201
372,201
373,201
374,201
375,201
376,201
377,201
378,201
379,201
380,201
64,200
228,200
229,200
272,200
273,200
380,200
381,200
64,199
228,199
267,199
268,199
269,199
270,199
271,199
272,199
381,199
382,199
383,199
384,199
385,199
386,199
387,199
388,199
389,199
390,199
64,198
228,198
264,198
265,198
266,198
267,198
390,198
391,198
392,198
64,197
227,197
228,197
262,197
263,197
264,197
392,197
393,197
394,197
64,196
227,196
260,196
261,196
262,196
394,196
395,196
396,196
64,195
226,195
227,195
260,195
396,195
397,195
64,194
226,194
255,194
256,194
257,194
258,194
259,194
260,194
397,194
398,194
399,194
400,194
401,194
402,194
403,194
404,194
64,193
226,193
255,193
404,193
64,192
226,192
227,192
255,192
404,192
405,192
64,191
227,191
228,191
251,191
252,191
253,191
254,191
255,191
405,191
406,191
407,191
408,191
409,191
64,190
228,190
229,190
247,190
248,190
249,190
250,190
251,190
409,190
410,190
64,189
229,189
230,189
247,189
410,189
64,188
230,188
231,188
232,188
242,188
243,188
244,188
245,188
246,188
247,188
410,188
411,188
64,187
232,187
233,187
234,187
235,187
241,187
242,187
411,187
412,187
64,186
235,186
236,186
240,186
241,186
412,186
413,186
414,186
415,186
416,186
64,185
236,185
239,185
240,185
416,185
417,185
64,184
65,184
236,184
237,184
238,184
239,184
417,184
418,184
65,183
66,183
418,183
419,183
66,182
419,182
66,181
67,181
419,181
420,181
421,181
67,180
68,180
421,180
68,179
421,179
422,179
68,178
422,178
68,177
422,177
68,176
69,176
422,176
423,176
69,175
70,175
423,175
70,174
423,174
70,173
423,173
424,173
70,172
424,172
425,172
70,171
425,171
70,170
71,170
425,170
71,169
72,169
425,169
72,168
73,168
425,168
73,167
425,167
73,166
425,166
73,165
74,165
425,165
426,165
74,164
426,164
427,164
74,163
427,163
74,162
75,162
76,162
426,162
427,162
76,161
77,161
425,161
426,161
77,160
425,160
77,159
78,159
425,159
78,158
79,158
425,158
79,157
80,157
425,157
80,156
81,156
425,156
81,155
82,155
83,155
424,155
425,155
83,154
423,154
424,154
83,153
84,153
423,153
84,152
423,152
84,151
423,151
84,150
85,150
423,150
85,149
86,149
183,149
422,149
423,149
86,148
87,148
182,148
183,148
184,148
421,148
422,148
87,147
88,147
174,147
175,147
176,147
177,147
178,147
179,147
180,147
181,147
182,147
184,147
185,147
186,147
419,147
420,147
421,147
88,146
89,146
172,146
173,146
174,146
186,146
419,146
89,145
90,145
91,145
92,145
168,145
169,145
170,145
171,145
172,145
186,145
418,145
419,145
92,144
93,144
94,144
167,144
168,144
186,144
418,144
94,143
95,143
165,143
166,143
167,143
185,143
186,143
417,143
418,143
95,142
96,142
97,142
160,142
161,142
162,142
163,142
164,142
165,142
185,142
417,142
97,141
98,141
160,141
185,141
417,141
98,140
160,140
183,140
184,140
185,140
416,140
417,140
98,139
99,139
100,139
101,139
102,139
103,139
104,139
105,139
148,139
149,139
150,139
151,139
152,139
153,139
154,139
155,139
156,139
157,139
158,139
159,139
160,139
182,139
183,139
412,139
413,139
414,139
415,139
416,139
105,138
106,138
147,138
148,138
182,138
411,138
412,138
106,137
107,137
145,137
146,137
147,137
181,137
182,137
411,137
107,136
108,136
109,136
112,136
113,136
114,136
115,136
116,136
117,136
118,136
119,136
120,136
121,136
122,136
123,136
124,136
125,136
126,136
127,136
128,136
129,136
130,136
131,136
132,136
133,136
134,136
135,136
136,136
137,136
138,136
139,136
140,136
141,136
142,136
143,136
144,136
145,136
181,136
191,136
408,136
409,136
410,136
411,136
109,135
110,135
111,135
112,135
181,135
189,135
190,135
191,135
192,135
193,135
194,135
195,135
407,135
408,135
180,134
181,134
189,134
195,134
406,134
407,134
179,133
180,133
188,133
189,133
195,133
406,133
178,132
179,132
187,132
188,132
194,132
195,132
404,132
405,132
406,132
177,131
178,131
186,131
187,131
192,131
193,131
194,131
404,131
176,130
177,130
186,130
192,130
403,130
404,130
175,129
176,129
186,129
192,129
399,129
400,129
401,129
402,129
403,129
174,128
175,128
185,128
186,128
192,128
397,128
398,128
399,128
172,127
173,127
174,127
183,127
184,127
185,127
192,127
395,127
396,127
397,127
171,126
172,126
182,126
183,126
192,126
392,126
393,126
394,126
395,126
171,125
181,125
182,125
192,125
390,125
391,125
392,125
171,124
180,124
181,124
192,124
389,124
390,124
170,123
171,123
179,123
180,123
192,123
388,123
389,123
169,122
170,122
179,122
192,122
385,122
386,122
387,122
388,122
169,121
179,121
192,121
384,121
385,121
168,120
169,120
179,120
192,120
384,120
166,119
167,119
168,119
179,119
192,119
383,119
384,119
165,118
166,118
176,118
177,118
178,118
179,118
191,118
192,118
376,118
377,118
378,118
379,118
380,118
381,118
382,118
383,118
165,117
176,117
191,117
375,117
376,117
165,116
175,116
176,116
191,116
374,116
375,116
165,115
175,115
191,115
373,115
374,115
164,114
165,114
173,114
174,114
175,114
190,114
191,114
369,114
370,114
371,114
372,114
373,114
162,113
163,113
164,113
172,113
173,113
189,113
190,113
367,113
368,113
369,113
161,112
162,112
172,112
189,112
366,112
367,112
161,111
171,111
172,111
189,111
365,111
366,111
159,110
160,110
161,110
171,110
189,110
364,110
365,110
159,109
170,109
171,109
189,109
363,109
364,109
158,108
159,108
168,108
169,108
170,108
189,108
362,108
363,108
157,107
158,107
168,107
189,107
356,107
357,107
358,107
359,107
360,107
361,107
362,107
157,106
168,106
189,106
356,106
157,105
168,105
189,105
355,105
356,105
157,104
167,104
168,104
188,104
189,104
346,104
347,104
348,104
349,104
350,104
351,104
352,104
353,104
354,104
355,104
157,103
166,103
167,103
188,103
341,103
342,103
343,103
344,103
345,103
346,103
157,102
165,102
166,102
187,102
188,102
340,102
341,102
157,101
158,101
159,101
160,101
161,101
162,101
163,101
164,101
165,101
186,101
187,101
302,101
303,101
304,101
334,101
335,101
336,101
337,101
338,101
339,101
340,101
186,100
301,100
302,100
304,100
305,100
333,100
334,100
186,99
299,99
300,99
301,99
305,99
306,99
307,99
308,99
309,99
310,99
311,99
312,99
313,99
314,99
315,99
316,99
317,99
318,99
319,99
320,99
321,99
322,99
323,99
324,99
325,99
326,99
327,99
328,99
329,99
330,99
331,99
332,99
333,99
186,98
299,98
186,97
299,97
186,96
299,96
186,95
299,95
186,94
299,94
186,93
299,93
300,93
301,93
186,92
301,92
186,91
301,91
302,91
186,90
302,90
186,89
302,89
185,88
186,88
302,88
185,87
302,87
185,86
302,86
185,85
302,85
185,84
302,84
185,83
302,83
185,82
302,82
185,81
302,81
185,80
302,80
185,79
302,79
185,78
302,78
185,77
302,77
185,76
302,76
185,75
302,75
185,74
302,74
185,73
186,73
302,73
186,72
302,72
186,71
302,71
186,70
302,70
186,69
302,69
186,68
187,68
302,68
187,67
302,67
187,66
188,66
302,66
188,65
189,65
301,65
302,65
189,64
299,64
300,64
301,64
189,63
299,63
189,62
299,62
189,61
299,61
189,60
299,60
189,59
190,59
299,59
190,58
191,58
299,58
191,57
299,57
191,56
299,56
191,55
192,55
193,55
194,55
298,55
299,55
194,54
195,54
298,54
195,53
297,53
298,53
195,52
296,52
297,52
195,51
295,51
296,51
195,50
294,50
295,50
195,49
294,49
195,48
196,48
197,48
198,48
293,48
294,48
198,47
199,47
293,47
199,46
292,46
293,46
199,45
200,45
292,45
200,44
291,44
292,44
200,43
201,43
291,43
201,42
290,42
291,42
201,41
202,41
203,41
284,41
285,41
286,41
287,41
288,41
289,41
290,41
203,40
204,40
284,40
204,39
205,39
284,39
205,38
206,38
207,38
208,38
281,38
282,38
283,38
284,38
208,37
209,37
281,37
209,36
280,36
281,36
209,35
210,35
279,35
280,35
210,34
211,34
212,34
213,34
278,34
279,34
213,33
214,33
215,33
277,33
278,33
215,32
216,32
276,32
277,32
216,31
217,31
218,31
219,31
220,31
221,31
275,31
276,31
221,30
222,30
274,30
275,30
222,29
223,29
273,29
274,29
223,28
224,28
225,28
226,28
227,28
228,28
271,28
272,28
273,28
228,27
229,27
270,27
271,27
229,26
230,26
231,26
232,26
233,26
234,26
261,26
262,26
263,26
264,26
265,26
266,26
267,26
268,26
269,26
270,26
234,25
235,25
236,25
259,25
260,25
261,25
236,24
237,24
238,24
239,24
240,24
251,24
252,24
253,24
254,24
255,24
256,24
257,24
258,24
259,24
240,23
251,23
240,22
241,22
250,22
251,22
241,21
242,21
243,21
244,21
245,21
246,21
247,21
248,21
249,21
250,21
